bus_id,zone,voltage,lon,lat,bundesland,border_warning
5874,tennet,220,9.166718,52.531261,Niedersachsen,
5876,tennet,220,10.540009,53.833891,Schleswig-Holstein,
5878,50hertz,380,10.008545,53.669867,Hamburg,
5877,50hertz,220,10.008545,53.669867,Hamburg,
5879,50hertz,380,9.997559,53.651964,Hamburg,
5880,tennet,380,9.882202,53.443899,Niedersachsen,
5881,50hertz,380,9.998932,53.497033,Hamburg,
5882,tennet,380,10.252991,53.568045,Schleswig-Holstein,
5883,tennet,380,10.458984,53.435719,Schleswig-Holstein,
5885,tennet,380,10.755615,53.871963,Schleswig-Holstein,
5884,tennet,220,10.755615,53.871963,Schleswig-Holstein,
5886,tennet,380,10.439758,53.265213,Niedersachsen,
5887,tennet,380,10.394440,53.007347,Niedersachsen,
7023,amprion,380,6.730499,50.855376,Nordrhein-Westfalen,
7053,tennet,,10.881958,53.948004,Schleswig-Holstein,
7052,tennet,380,10.881958,53.948004,Schleswig-Holstein,
7074,tennet,380,9.327393,53.931837,Schleswig-Holstein,
7073,tennet,220,9.327393,53.931837,Schleswig-Holstein,
